transaction_id,transaction_date,customer_id,product_id,store_id,quantity,price_per_unit,total_amount
521,2023-08-12,CUST521,PROD007,STORE002,4,30,120
529,2023-08-09,CUST529,PROD008,STORE005,3,50,150
549,2023-08-04,CUST549,PROD003,STORE005,2,50,100
563,2023-08-09,CUST563,PROD007,STORE004,2,30,60
568,2023-08-27,CUST568,PROD014,STORE004,1,300,300
569,2023-08-15,CUST569,PROD013,STORE005,4,50,200
570,2023-08-15,CUST570,PROD010,STORE001,1,500,500
574,2023-08-31,CUST574,PROD011,STORE005,2,25,50
597,2023-08-22,CUST597,PROD004,STORE003,4,300,1200
598,2023-08-01,CUST598,PROD002,STORE004,4,30,120
612,2023-08-06,CUST612,PROD015,STORE003,1,500,500
617,2023-08-26,CUST617,PROD012,STORE003,1,30,30
622,2023-08-22,CUST622,PROD001,STORE003,3,25,75
624,2023-08-26,CUST624,PROD004,STORE005,3,300,900
630,2023-08-15,CUST630,PROD008,STORE001,2,50,100
633,2023-08-07,CUST633,PROD002,STORE004,4,30,120
635,2023-08-17,CUST635,PROD014,STORE001,3,300,900
638,2023-08-19,CUST638,PROD015,STORE004,1,500,500
648,2023-08-14,CUST648,PROD004,STORE004,4,300,1200
667,2023-08-01,CUST667,PROD015,STORE003,1,500,500
671,2023-08-27,CUST671,PROD013,STORE002,3,50,150
672,2023-08-01,CUST672,PROD003,STORE003,2,50,100
675,2023-08-04,CUST675,PROD007,STORE001,2,30,60
687,2023-08-03,CUST687,PROD014,STORE003,1,300,300
695,2023-08-12,CUST695,PROD013,STORE001,3,50,150
704,2023-08-28,CUST704,PROD007,STORE005,3,30,90
716,2023-08-08,CUST716,PROD009,STORE002,4,300,1200
718,2023-08-25,CUST718,PROD001,STORE004,3,25,75
725,2023-08-21,CUST725,PROD014,STORE001,1,300,300
730,2023-08-04,CUST730,PROD006,STORE001,2,25,50
733,2023-08-29,CUST733,PROD002,STORE004,1,30,30
751,2023-08-31,CUST751,PROD006,STORE002,2,25,50
756,2023-08-27,CUST756,PROD014,STORE002,4,300,1200
790,2023-08-08,CUST790,PROD006,STORE001,1,25,25
798,2023-08-04,CUST798,PROD008,STORE004,1,50,50
801,2023-08-10,CUST801,PROD008,STORE002,4,50,200
804,2023-08-24,CUST804,PROD012,STORE005,1,30,30
807,2023-08-11,CUST807,PROD013,STORE003,4,50,200
815,2023-08-27,CUST815,PROD006,STORE001,3,25,75
816,2023-08-12,CUST816,PROD005,STORE002,2,500,1000
823,2023-08-19,CUST823,PROD013,STORE004,2,50,100
825,2023-08-26,CUST825,PROD001,STORE001,1,25,25
859,2023-08-18,CUST859,PROD015,STORE005,3,500,1500
871,2023-08-31,CUST871,PROD002,STORE002,2,30,60
875,2023-08-06,CUST875,PROD015,STORE001,4,500,2000
880,2023-08-21,CUST880,PROD005,STORE001,2,500,1000
924,2023-08-29,CUST924,PROD003,STORE005,2,50,100
926,2023-08-14,CUST926,PROD012,STORE002,1,30,30
949,2023-08-02,CUST949,PROD011,STORE005,2,25,50
956,2023-08-19,CUST956,PROD010,STORE002,3,500,1500
957,2023-08-15,CUST957,PROD012,STORE003,4,30,120
960,2023-08-08,CUST960,PROD007,STORE001,2,30,60
981,2023-08-19,CUST981,PROD012,STORE002,2,30,60
984,2023-08-29,CUST984,PROD010,STORE005,1,500,500
992,2023-08-21,CUST992,PROD012,STORE003,2,30,60
